Date,State/UnionTerritory,Sector,GDP_Before_COVID,GDP_During_COVID,GDP_Loss_Percent,Unemployment_Rate_Before,Unemployment_Rate_During,Migration_Effect,Recovery_Factor,Govt_Support_Received,Sector_Impact_Score,Health_Index,Lockdown_Severity,Vaccination_Rate,Urban_Rural_Ratio,Inflation_Rate,Population_Affected,Recovery_Progress,Remarks
17-10-2021,Kerala,Public Administration,46371.76,42961.74,7.35,9.15,12.30675224,1,0.52,797.03,6,64.43,3,11.47,0.9,6.32,454.7,76.02,High Impact
16-11-2021,Uttarakhand,Agriculture,48984.93,29736.22,39.3,6.69,18.15264493,1,0.21,797.03,1,73.35,2,84.25,0.8,7.95,152.05,56.61,Medium Impact
16-12-2021,Uttar Pradesh,Services,17411.68,11384.18,34.62,9.51,18.84361515,0,0.54,797.03,6,52.78,2,49.82,2.25,8.92,377.24,82.42,Medium Impact
15-01-2022,Maharashtra,Manufacturing,94624.12,86123.08,8.98,6.39,14.76498803,0,0.84,797.03,8,94.64,1,12.74,1.52,7.35,237.53,73.43,Low Impact
14-02-2022,West Bengal,Manufacturing,85147.56,64753.14,23.95,6.43,14.88277755,0,0.62,797.03,5,66.65,2,11.53,2.18,4.67,449.42,31.94,High Impact
16-03-2022,Andhra Pradesh,Transport,67233.21,53625.66,20.24,3.84,14.10727648,0,0.63,797.03,5,83.59,3,15.92,1.37,7.2,398.92,57.72,High Impact
15-04-2022,West Bengal,Mining,46767.26,38913.14,16.79,8.62,11.68919864,1,0.54,797.03,1,77.13,1,75.1,2.69,7.23,450.83,60.04,Low Impact
15-05-2022,Goa,Finance,41764.79,34985.25,16.23,4.73,11.77754324,0,0.93,797.03,1,85.43,2,71.09,2.95,7.2,107.91,50.61,Medium Impact
14-06-2022,Gujarat,Public Administration,65446.37,60610.48,7.39,9.3,18.27091138,0,0.93,797.03,8,41.3,2,20.38,2.08,8.13,334.41,26.13,Low Impact
14-07-2022,Goa,Construction,54997.76,52189.15,5.11,9.38,17.24820445,1,0.51,797.03,5,44.47,3,84.69,2.62,3.52,369.49,30.1,Low Impact
13-08-2022,Bihar,Mining,7165.04,6105.01,14.79,9.6,19.92779071,0,0.31,797.03,8,61.68,2,28.13,1.62,3.65,371.46,35.29,Low Impact
12-09-2022,Andhra Pradesh,Agriculture,51737.76,36243.72,29.95,6.64,9.36271709,0,0.46,797.03,10,85.4,3,79.3,2.82,6.84,252.5,10.92,Low Impact
12-10-2022,Odisha,Finance,80833.96,73390.23,9.21,7.74,16.64701039,0,0.19,797.03,2,42.84,5,48.88,2.53,8.72,6.61,92.52,Low Impact
11-11-2022,Karnataka,Mining,46464.75,28679.31,38.28,8.45,15.7902773,0,0.64,797.03,4,93.12,3,73.15,2.98,5.8,131.45,71.75,High Impact
01-01-2019,Maharashtra,Finance,6143.7,4183.11,31.91,3.92,9.71160864,0,0.5,797.03,10,38.29,4,38.14,1.94,8.76,162.33,72.07,Medium Impact
31-01-2019,Delhi,Mining,78841.54,72067.87,8.59,7.21,12.61274982,1,0.1,797.03,9,41.38,2,34.71,2.38,8.63,426.17,61.51,High Impact
02-03-2019,Meghalaya,Real Estate,20935.01,14438.19,31.03,3.24,11.44832633,1,0.2,797.03,3,40.87,5,84.14,1.72,8.42,420.6,72.04,Low Impact
01-04-2019,Punjab,Public Administration,26603.46,18016.6,32.28,6.48,17.38995375,1,0.48,797.03,6,68.09,1,3.53,0.93,8.46,53.24,98.37,High Impact
01-05-2019,Rajasthan,Construction,17305.93,11220.19,35.17,4.08,11.04175926,1,0.89,797.03,7,89.64,4,97.47,1.19,8.39,474.97,44.66,Medium Impact
31-05-2019,Gujarat,Real Estate,33691.29,30345.38,9.93,4.28,14.52723164,0,0.57,797.03,3,46.58,1,64.82,2.7,7.92,92.05,74.13,Medium Impact
30-06-2019,Kerala,Trade,75918.4,58838.31,22.5,5.56,11.58156382,1,0.68,797.03,1,65.95,4,43.25,0.36,7.17,207.77,42.36,Low Impact
30-07-2019,Assam,Manufacturing,52419.2,43833.6,16.38,6.03,9.053944628,1,0.34,797.03,2,41.43,5,62.81,1.86,3.15,108.36,86.89,Medium Impact
29-08-2019,Manipur,Finance,21283.25,14550.79,31.63,7.36,9.975057365,1,0.57,797.03,10,71.02,5,12.27,1.24,3.79,430.31,87.22,Medium Impact
28-09-2019,Madhya Pradesh,Agriculture,87905.18,76065.6,13.47,3.52,6.033343713,1,0.45,797.03,7,38.01,5,51.41,1.28,3.81,374.95,91.2,Low Impact
28-10-2019,Chhattisgarh,Mining,88078.6,76276.24,13.4,6.53,12.33150142,1,0.66,797.03,7,61.94,4,98.51,2.68,3.14,177.41,10.49,High Impact
27-11-2019,Assam,Public Administration,87187.26,61851.45,29.06,4.28,9.652377508,1,0.05,797.03,1,72.59,3,23.53,2.59,3.7,341.26,36.84,High Impact
27-12-2019,Arunachal Pradesh,Mining,24640.82,18326.34,25.63,7.02,16.19937024,1,0.49,797.03,10,67.64,1,72.23,1.88,8.52,93,22.05,Low Impact
26-01-2020,Tripura,Public Administration,45672.7,30755.61,32.66,7.46,16.88821502,1,0.3,797.03,7,39.1,3,43.5,0.96,6.98,191.77,50.86,High Impact
25-02-2020,Nagaland,Public Administration,98513.98,92780.11,5.82,6.9,9.408539688,0,0.33,797.03,10,40.49,3,65.25,1.53,4.87,189.18,54.59,Low Impact
26-03-2020,Telangana,Services,77429.24,63953.52,17.4,8.17,12.38123263,1,0.96,797.03,6,73.64,2,20.49,1.34,7.76,119.73,33.03,Low Impact
25-04-2020,Tamil Nadu,Manufacturing,3689.57,3420.56,7.29,5.35,10.0926185,0,0.18,797.03,6,82.58,1,47.05,1.19,5.93,438.28,75.11,Low Impact
25-05-2020,Kerala,Real Estate,7455.25,5264.79,29.38,8.36,15.83611984,1,0.31,797.03,7,89.02,4,98.01,0.49,3.85,339.74,34.28,High Impact
24-06-2020,Sikkim,Services,46929.21,41000.26,12.63,6.03,9.475152239,1,0.51,797.03,7,82.88,2,19.53,1.72,8.31,140.69,86.85,High Impact
24-07-2020,Meghalaya,Services,91012.8,79003.71,13.19,6.39,9.729412194,1,0.86,797.03,1,93.31,2,63.64,1.05,5.03,121.82,25.99,Medium Impact
23-08-2020,Uttar Pradesh,Construction,54331.48,45751.42,15.79,7.54,18.97788889,0,0.42,797.03,10,56.54,5,57.56,2.05,7.19,9.96,43.05,Low Impact
22-09-2020,Punjab,Construction,50283.44,47164.54,6.2,3.13,13.17202907,0,0.74,797.03,5,51.53,4,56.51,1.09,4.74,173.94,66,Low Impact
22-10-2020,Maharashtra,Services,11441.9,8441.2,26.23,7.58,11.38654902,1,0.86,797.03,8,31.83,3,61.51,1.41,6,263.86,64.48,Low Impact
21-11-2020,Haryana,Agriculture,66021.23,42633.28,35.42,7.33,13.39567808,0,0.31,797.03,8,59.24,3,50.22,0.35,7.9,139.58,17.02,High Impact
21-12-2020,Tamil Nadu,Finance,82388.21,68802.24,16.49,5.17,10.72621999,1,0.39,797.03,3,72.34,3,1.69,2.98,3.94,350.53,86.16,Medium Impact
20-01-2021,Sikkim,Manufacturing,38661.58,33065.64,14.47,3.6,13.51004074,0,0.36,797.03,3,83,5,90.01,1.62,8.86,206.46,63.83,High Impact
19-02-2021,Odisha,Finance,77785.57,62327.34,19.87,3.64,10.74212916,0,0.83,797.03,7,47.38,3,82.7,0.27,3.42,158.84,88.29,Low Impact
21-03-2021,Jharkhand,Construction,96483.19,64873.97,32.76,9.46,12.73849737,0,0.04,797.03,4,63.38,1,17.42,1.72,6.2,469.59,88.09,Low Impact
20-04-2021,Punjab,Services,21172.88,16442,22.34,7.82,17.20992063,1,0.31,797.03,6,73.03,3,41.33,2.64,8.5,132.14,59.13,High Impact
20-05-2021,Jharkhand,Public Administration,52809.63,37456.1,29.07,3.89,9.858879782,0,0.68,797.03,9,65.85,3,77.05,2.36,8.67,199.73,91.97,Medium Impact
19-06-2021,Kerala,Trade,29426.66,22058.62,25.04,5.5,10.12924248,0,0.57,797.03,10,47.81,1,98.01,2.16,4.39,191.76,86.36,High Impact
19-07-2021,Manipur,Transport,79492.59,65647.09,17.42,7.15,12.90498622,1,0.44,797.03,2,81.76,5,95.11,0.59,3.86,121.36,96.23,Low Impact
18-08-2021,Himachal Pradesh,Manufacturing,58181.74,50084.31,13.92,8.85,15.82756564,0,0.54,797.03,2,41.27,2,89.94,2.04,7.35,109.52,86.54,Low Impact
17-09-2021,Punjab,Manufacturing,63823.66,43481.7,31.87,3.31,8.741155164,1,0.2,797.03,6,88.82,4,15.84,2.35,3.25,151.89,83.91,Low Impact
17-10-2021,Andhra Pradesh,Finance,79993.5,59344.29,25.81,4.66,9.079057726,1,0.43,797.03,3,91.92,5,91.45,1.8,5.91,432.25,52.24,High Impact
16-11-2021,Karnataka,Mining,40201.08,27907.85,30.58,9.23,15.21502029,0,0.5,797.03,1,53.76,3,87.84,2.7,7.78,383.77,29.08,High Impact
16-12-2021,Kerala,Finance,91593.92,61324.06,33.05,3.06,5.251729107,1,0.9,797.03,2,54.45,2,37.69,0.98,6.36,340.82,91.96,Medium Impact
15-01-2022,Maharashtra,Mining,53769.86,47004.83,12.58,4.41,14.13497846,0,0.26,797.03,7,78.31,4,39.45,0.88,4.13,229.09,75.03,High Impact
14-02-2022,Odisha,Transport,16637.53,15277.22,8.18,9.71,13.41944894,0,0.87,797.03,4,59.66,4,45.99,2.63,5.92,254.37,35.36,Low Impact
16-03-2022,Rajasthan,Trade,69894.01,50993.36,27.04,7.29,9.729046136,1,0.64,797.03,2,31.86,4,65.62,1.95,8.53,134.3,40.69,High Impact
15-04-2022,Nagaland,Mining,79532.87,68632.7,13.71,4.83,13.36698693,0,0.02,797.03,8,89.79,1,26.08,0.2,6.7,38.08,71.75,Medium Impact
15-05-2022,Uttarakhand,Real Estate,32359.41,29574.83,8.61,3.47,13.20936129,0,0.72,797.03,4,58,1,2.29,1.19,7.33,166.19,53,Medium Impact
14-06-2022,Haryana,Agriculture,85860.75,76943.55,10.39,3.2,13.33829132,1,0.04,797.03,4,43.23,2,14.12,2.6,5.02,248.3,17.33,Medium Impact
14-07-2022,Arunachal Pradesh,Public Administration,90708.18,60228.84,33.6,4.71,11.64509183,1,1,797.03,2,66.12,3,44.01,0.28,4.13,29.6,22.73,Medium Impact
13-08-2022,Manipur,Public Administration,28413.54,26558.2,6.53,9.17,13.22368185,0,0.87,797.03,1,44.23,2,28.2,0.21,4.53,45.03,77.11,Medium Impact
12-09-2022,Telangana,Mining,98368.63,71989.78,26.82,5.91,15.28227677,1,0.3,797.03,1,43.39,3,76.45,0.99,6.2,132.25,39.57,Low Impact
12-10-2022,Tamil Nadu,Finance,14930.44,10731.02,28.13,8.04,17.03713077,1,0.26,797.03,3,65.47,5,10.67,2.76,4.68,184.17,55.69,Low Impact
11-11-2022,Punjab,Manufacturing,20999.55,13058.59,37.81,9.43,13.89270734,1,0.38,797.03,6,55.42,4,91.75,2.72,6.25,197.27,79,Low Impact
01-01-2019,Sikkim,Finance,19238.26,14816.55,22.98,5.86,16.89407756,1,0.36,797.03,7,67.24,4,89.53,1.65,7.25,59.83,77.61,Medium Impact
31-01-2019,Karnataka,Services,89504.98,57118.03,36.18,4.34,7.383714581,0,0.37,797.03,9,94.79,1,90.88,1.75,7.41,113.68,25.03,High Impact
02-03-2019,Madhya Pradesh,Services,65774.96,45186.67,31.3,6.62,18.4468824,0,0.32,797.03,5,85.84,5,73.96,1.13,3.99,131.56,18.86,High Impact
01-04-2019,Punjab,Public Administration,16058.32,11416.34,28.91,9.36,19.96247811,1,0.62,797.03,9,30.5,5,10.7,0.88,7.5,34.75,63.2,High Impact
01-05-2019,Jharkhand,Public Administration,44592.02,39378.73,11.69,8.63,17.50898645,0,0.16,797.03,8,33.29,3,43.81,2.48,7.04,163.72,76.75,High Impact
31-05-2019,Kerala,Public Administration,61914.5,56120.6,9.36,3.46,14.84749888,1,0.85,797.03,1,69.66,5,13.14,0.5,3.07,37.04,23.41,High Impact
30-06-2019,Chhattisgarh,Manufacturing,9262.94,6538.37,29.41,7.85,17.07311168,1,0.81,797.03,3,70.71,1,98.77,1.56,3.35,352.03,43.48,High Impact
30-07-2019,Tamil Nadu,Manufacturing,88359.22,79571.4,9.95,7,10.90456997,0,0.48,797.03,8,87.08,3,33.3,1.98,6.88,193.64,88.33,Low Impact
29-08-2019,Kerala,Public Administration,80556.75,72503.56,10,9.35,15.77156138,0,0.85,797.03,9,70.89,2,58.53,0.49,5.3,164.05,94.98,Low Impact
28-09-2019,Sikkim,Manufacturing,51015.47,44262.44,13.24,3.86,6.575030243,0,0.25,797.03,4,44.8,3,77.94,1.65,3.88,64.13,50.87,Medium Impact
28-10-2019,Andhra Pradesh,Trade,96745.53,63014.55,34.87,6.74,12.63657422,0,0.02,797.03,6,60.45,2,92.06,1.82,3.27,114.03,17.16,Low Impact
27-11-2019,Meghalaya,Mining,42358.34,35649.33,15.84,9.16,18.5760302,1,0.62,797.03,4,82.58,3,75.55,2.28,3.96,117.12,33.19,Low Impact
27-12-2019,Odisha,Transport,98426.92,91611.68,6.92,5.87,11.73443351,1,0.46,797.03,9,89.98,4,67.45,0.86,8.75,492.62,30.97,Low Impact
26-01-2020,Madhya Pradesh,Finance,67124.08,56309.66,16.11,6.37,11.67294175,0,0.57,797.03,2,45.4,2,46.6,1.02,7.37,417.84,31.51,High Impact
25-02-2020,Odisha,Trade,63832.46,45708.25,28.39,3.49,11.44355723,1,0.9,797.03,6,65.07,1,60.54,1.79,6.17,8.62,54.45,Low Impact
26-03-2020,Goa,Finance,17429.53,13511.42,22.48,4.95,15.67204529,0,0.97,797.03,3,40.33,2,9.42,2.95,8.65,308.8,62.49,High Impact
25-04-2020,Rajasthan,Real Estate,88310.85,72945.09,17.4,5.27,7.745831925,0,0.63,797.03,10,62.3,2,88.39,0.81,6.71,128.7,21.03,High Impact
25-05-2020,Tamil Nadu,Public Administration,43321.48,33734.42,22.13,9.62,15.47470435,0,0.76,797.03,4,35.86,3,54.38,2.96,7.35,53.08,90.04,Low Impact
24-06-2020,Chhattisgarh,Public Administration,17061.11,10952.95,35.8,4.98,8.562407418,1,0.08,797.03,2,91.21,4,4.01,2.2,4.7,353.09,65.8,High Impact
24-07-2020,Himachal Pradesh,Real Estate,2248.14,1594.43,29.08,6.23,15.18354251,1,0.16,797.03,8,71.47,3,91.99,2.51,6.53,66.67,63.75,Medium Impact
23-08-2020,Karnataka,Agriculture,56415.81,49693.22,11.92,7.7,10.7572456,0,0.73,797.03,10,85.52,3,48.93,0.45,3.86,222.43,98.86,High Impact
22-09-2020,Chhattisgarh,Services,53212.56,47970.93,9.85,4.14,12.78807759,0,0.43,797.03,8,94.89,4,86.86,1.04,5.43,316.45,66.53,Low Impact
22-10-2020,Chhattisgarh,Trade,72216.01,46799.95,35.19,6.41,11.27180871,0,0.45,797.03,1,41.87,3,85.69,0.36,3.2,277.69,93.61,Medium Impact
21-11-2020,West Bengal,Finance,89135.55,83193.36,6.67,8.17,12.15916814,0,0.31,797.03,10,75.12,4,81.58,1.24,4.3,488.84,35.76,High Impact
21-12-2020,Goa,Services,8861.25,6336.57,28.49,9.07,20.43352558,1,0.61,797.03,6,87.65,1,6.14,2.95,3.45,393.09,31.61,Low Impact
20-01-2021,Telangana,Public Administration,73418.15,61069.94,16.82,7.38,9.565245767,1,0.19,797.03,1,67.44,4,24.71,0.49,5.33,387.32,56.49,Low Impact
19-02-2021,Telangana,Public Administration,19553.78,16877.63,13.69,7.68,14.05777272,0,0.63,797.03,6,71.58,5,87.55,1.77,8.06,178.44,55.77,Medium Impact
21-03-2021,Meghalaya,Finance,85959.53,76003.8,11.58,3.88,6.096269925,0,0.17,797.03,7,56.5,4,89.9,0.22,5.27,5.19,30.38,Low Impact
20-04-2021,Arunachal Pradesh,Agriculture,82087.29,76424.28,6.9,9.62,16.45593048,1,0.06,797.03,2,73.86,4,45.81,2.2,7.99,367.47,72.97,Low Impact
20-05-2021,Himachal Pradesh,Finance,54538.58,38696.31,29.05,3.93,10.94047378,0,0.33,797.03,9,55.71,5,44,0.75,6.94,499.87,12.67,Medium Impact
19-06-2021,Arunachal Pradesh,Transport,71314.04,64216.67,9.95,8.42,13.63662471,1,0.23,797.03,8,60.98,4,17.51,0.56,6.06,203.53,72.16,High Impact
19-07-2021,Gujarat,Construction,32120.66,20752.85,35.39,4.85,8.171617775,1,0.89,797.03,9,36.69,2,96.84,1.14,4.42,492.77,51.15,Medium Impact
18-08-2021,Madhya Pradesh,Agriculture,47645.62,40344.61,15.32,9.54,15.30387538,0,0.05,797.03,10,30.51,3,21.31,2.36,8.53,71.71,72.01,Medium Impact
17-09-2021,Karnataka,Real Estate,82342.05,70788.82,14.03,8.04,16.7626294,1,0.18,797.03,4,33.58,3,19.09,0.5,3.33,148.96,52.94,Medium Impact
17-10-2021,Gujarat,Trade,46467.25,38902.53,16.28,8.28,18.10395809,1,0.55,797.03,4,42.51,1,66.07,0.84,7.13,86.19,97.96,High Impact
16-11-2021,Bihar,Transport,36422.03,25069.65,31.17,4.53,11.83750602,1,0.48,797.03,8,59.68,1,24.28,0.22,6.73,238.11,40.12,High Impact
16-12-2021,West Bengal,Agriculture,49927.03,45212.18,9.44,6.1,13.99834394,1,0.05,797.03,1,31.36,5,93.88,2.91,5.65,398.69,98.43,High Impact
15-01-2022,Rajasthan,Transport,82996.68,54703.15,34.09,7.32,11.32616371,0,0.01,797.03,8,40.14,2,1.09,1.86,4.44,170.99,15.85,High Impact
14-02-2022,Uttarakhand,Trade,34185.6,21153.1,38.12,8.39,13.26330333,1,0.99,797.03,7,80.79,1,0.58,2.22,5.58,453.21,71.54,High Impact
16-03-2022,Gujarat,Trade,18202.4,15492.29,14.89,3.73,7.348956101,1,0.66,797.03,7,79.54,3,50.49,2.02,8.24,272.87,50.88,Medium Impact
15-04-2022,Goa,Trade,71489.39,54790.65,23.36,9.74,14.2329535,1,0.37,797.03,9,81.33,1,48.81,0.6,8.02,233.25,83.99,High Impact
15-05-2022,Goa,Real Estate,82771.84,74261.6,10.28,9.23,13.4788678,0,0.47,797.03,10,89.9,1,16.34,1.87,8.65,393.73,81.07,Medium Impact
14-06-2022,Himachal Pradesh,Manufacturing,10963.11,8048.99,26.58,4.89,12.08448786,0,0.27,797.03,7,37.74,4,49.45,0.57,4.85,51.62,82.02,Medium Impact
14-07-2022,Tamil Nadu,Construction,24747.54,16306.09,34.11,8.76,16.38688756,0,0.34,797.03,2,40.6,1,41.17,1.32,5.32,387.1,18.53,High Impact
13-08-2022,Rajasthan,Services,15055.23,13440.63,10.72,6.63,18.07947421,1,0.65,797.03,1,51.68,5,89.03,1.79,3.11,122.23,84.01,Low Impact
12-09-2022,Goa,Trade,35446.2,28077.59,20.79,6.23,10.18570647,0,0.88,797.03,1,89.48,3,0.93,1.76,8.66,141.13,29.26,Low Impact
12-10-2022,Himachal Pradesh,Real Estate,45584.75,30369.41,33.38,5.2,13.6167571,0,0.18,797.03,7,80.41,5,97.63,0.53,4.98,300.13,12.31,High Impact
11-11-2022,Delhi,Transport,75133.81,64024.1,14.79,7.07,17.24259269,0,0.84,797.03,5,51.07,5,62.44,0.3,5.42,451.07,29.6,High Impact
01-01-2019,Haryana,Trade,65463.61,50988.94,22.11,8.11,15.71241464,1,0.12,797.03,4,35.7,2,15.18,2.44,8.45,289.63,53.14,High Impact
31-01-2019,Goa,Finance,62471.93,50696.57,18.85,5.88,10.43003653,0,0.21,797.03,5,70.06,4,4.68,2.23,6.16,324.83,76.79,High Impact
02-03-2019,Jharkhand,Public Administration,35885.12,27319.86,23.87,7.4,12.0255023,0,0.04,797.03,10,46.69,5,53.81,0.43,6.4,388.52,29.68,Medium Impact
01-04-2019,Goa,Manufacturing,84303.31,75034,11,7.9,10.29253053,0,0.14,797.03,10,64.52,2,23.49,0.56,4.06,130.4,20.17,Low Impact
01-05-2019,Jharkhand,Construction,47657.43,42431.65,10.97,7.98,13.03444227,1,0.92,797.03,6,91.22,3,30.12,2.7,5.99,413.79,68.14,Medium Impact
31-05-2019,Haryana,Real Estate,97931.39,83073.84,15.17,3.36,12.80603679,1,0.46,797.03,10,67.22,3,24.51,2.35,8.51,209.56,98.55,Low Impact
30-06-2019,Tripura,Construction,63780.07,40620.92,36.31,9.02,11.49517757,0,0.08,797.03,6,90.05,2,65.02,2.99,6.35,88.65,64.08,Medium Impact
30-07-2019,Jharkhand,Finance,13500.21,12063.77,10.64,6.21,10.40295283,0,0.96,797.03,1,55.55,5,55.35,0.91,4.53,175.71,72.2,Medium Impact
29-08-2019,Himachal Pradesh,Real Estate,67941.58,56721.34,16.51,4.84,13.90232499,0,0.88,797.03,2,71.17,5,7.8,1.57,3.19,123.82,60.51,High Impact
28-09-2019,Himachal Pradesh,Mining,33185.3,28007.01,15.6,4.69,14.51651563,1,0.75,797.03,3,88.1,4,52.65,0.86,5.02,115.13,80.41,Medium Impact
28-10-2019,Uttarakhand,Transport,68946.39,50127.06,27.3,6.38,12.9331841,1,0.93,797.03,4,68.22,4,79.12,1.94,6.44,142,97.82,Medium Impact
27-11-2019,Odisha,Agriculture,7894.47,7166.19,9.23,9.21,18.19074338,0,0.22,797.03,6,69.97,3,8.12,0.52,3.26,91.28,58.97,High Impact
27-12-2019,Sikkim,Mining,18313.26,15637.33,14.61,5.65,11.52952169,1,0.84,797.03,9,76.56,4,88.97,0.56,6.66,334.18,47.51,Low Impact
26-01-2020,Himachal Pradesh,Services,85717.99,54808.65,36.06,8.25,11.84913245,0,0.69,797.03,2,87.34,2,57.83,0.4,6.14,290.42,87.43,Low Impact
25-02-2020,Odisha,Manufacturing,23490.78,17447.13,25.73,3.68,9.661494935,1,0.87,797.03,8,35.73,3,95.06,2.14,7.7,324.57,97.28,Medium Impact
26-03-2020,Gujarat,Trade,83867.07,76338.59,8.98,6.33,14.1296782,0,0.8,797.03,9,51.9,5,14.81,1.58,3.17,172.52,21.63,Low Impact
25-04-2020,Haryana,Mining,28648.33,17662.24,38.35,9.94,21.42053282,1,0.35,797.03,2,55.85,3,99.36,1.93,7.69,385.1,62.04,Medium Impact
25-05-2020,Tamil Nadu,Finance,64645.31,60540.06,6.35,8.39,11.07750952,0,0.77,797.03,9,89.13,1,64.43,2.66,6.13,65.67,81.32,Medium Impact
24-06-2020,Delhi,Services,69720.91,58405.69,16.23,4.47,11.54394094,1,0.26,797.03,7,92.14,3,56.75,2.27,5.22,286,58,Low Impact
24-07-2020,Haryana,Mining,51752.82,42488.11,17.9,6.51,11.79919778,0,0.33,797.03,9,37.82,4,51.53,1.49,8.79,138.45,46.83,Low Impact
23-08-2020,Himachal Pradesh,Public Administration,31225.76,21692.4,30.53,4.64,11.72311694,0,0.11,797.03,6,37.74,2,2.37,2.96,3.96,264.28,68.97,Low Impact
22-09-2020,Andhra Pradesh,Agriculture,22051.79,15151.28,31.29,5.87,8.109754474,0,0.94,797.03,2,90.77,5,93.96,1.48,6.25,162.49,34.31,Low Impact
22-10-2020,Nagaland,Services,4285.75,3984.55,7.03,8.46,13.59025355,0,0.29,797.03,8,49.23,5,64.4,0.51,4.93,395.47,41.42,Low Impact
21-11-2020,Bihar,Construction,31090.69,21900.14,29.56,8.4,18.59868148,1,0.52,797.03,10,45.72,4,9.16,2.98,6.16,445.74,99.3,Low Impact
21-12-2020,Jharkhand,Construction,65663.12,57220.61,12.86,4.6,12.13941734,0,0.39,797.03,9,32.32,4,2.1,0.26,6.31,371.55,67.28,Low Impact
20-01-2021,Uttar Pradesh,Agriculture,93892.18,69254.18,26.24,9.46,15.96582493,1,0.96,797.03,8,47.91,4,5.08,1.74,3.54,88.62,88.56,Low Impact
19-02-2021,Telangana,Construction,87249.24,56601.98,35.13,7.15,12.00525072,1,0.34,797.03,2,75.08,1,60.94,1.07,6.97,138.16,82.7,High Impact
21-03-2021,Chhattisgarh,Agriculture,76840.41,46392.42,39.62,5.66,10.64042523,0,0.78,797.03,8,57.69,2,61.4,1.61,6.81,459.76,68.7,Low Impact
20-04-2021,Tamil Nadu,Real Estate,79056.29,62493.21,20.95,6.51,12.34101434,0,0.86,797.03,3,63.6,1,49.97,1.76,7.62,219.17,85.67,High Impact
20-05-2021,Andhra Pradesh,Agriculture,66833.51,62925.26,5.85,7.24,17.5957071,0,0.44,797.03,3,89.62,4,30.68,0.87,3.54,470.65,35.84,Medium Impact
19-06-2021,Haryana,Transport,26768.4,19519.45,27.08,6.92,18.59213207,0,0.38,797.03,9,37.45,2,53.17,1.76,4.78,196.83,67.34,Medium Impact
19-07-2021,Haryana,Construction,90812.31,65840.5,27.5,6.4,12.78655381,1,0.75,797.03,9,34.63,4,51.63,2.32,6.9,475.94,63.15,High Impact
18-08-2021,Uttar Pradesh,Trade,67402.5,48558.92,27.96,6.53,12.46352839,1,0.91,797.03,9,85.38,2,1.94,0.95,3.82,462.94,66.02,High Impact
17-09-2021,Uttar Pradesh,Transport,56483.62,44180.94,21.78,4.23,14.69550776,1,0.75,797.03,4,80.37,5,28.25,1.27,7.07,330.6,25.18,Low Impact
17-10-2021,Telangana,Real Estate,11987.96,9041.71,24.58,8.69,14.95905321,1,0.23,797.03,7,47.14,1,5.32,0.95,3.35,5.4,34.95,Low Impact
16-11-2021,Arunachal Pradesh,Mining,45258.5,41093.37,9.2,6.79,14.31018172,0,0.89,797.03,8,51.08,4,90.02,2.5,5.01,200.77,35.8,Medium Impact
16-12-2021,Andhra Pradesh,Finance,46575.47,36185.99,22.31,3.92,8.229416646,1,0.39,797.03,5,50.17,4,72.52,2.23,8.08,455.71,64.18,Low Impact
15-01-2022,Tamil Nadu,Manufacturing,86591.8,67343.76,22.23,8.36,17.79502536,0,0.58,797.03,1,72.11,3,99.61,2.64,7.65,442.67,97.53,High Impact
14-02-2022,Himachal Pradesh,Agriculture,55118.17,35740.28,35.16,9.53,16.84988318,0,0.83,797.03,9,33.98,5,30.22,0.68,6.87,94.51,95.87,Low Impact
16-03-2022,Sikkim,Construction,38659.65,36493.12,5.6,9.63,19.7203455,1,0.19,797.03,6,61.81,4,87.85,0.41,8.22,200.19,30.45,Medium Impact
15-04-2022,Sikkim,Transport,97703.23,67170.04,31.25,5.58,15.3873273,1,0.78,797.03,3,38.7,1,60.31,0.53,7.26,417.92,37.44,Low Impact
15-05-2022,Tamil Nadu,Real Estate,11961.34,7483.94,37.43,3.95,8.100047683,1,0.6,797.03,3,83.28,5,45.31,0.65,6.12,289.36,13.25,Low Impact
14-06-2022,Uttarakhand,Public Administration,42832.29,35640.8,16.79,6.63,15.78635551,1,0.89,797.03,10,54.74,4,22.26,1.69,8.88,423.8,45.89,High Impact
14-07-2022,Uttarakhand,Real Estate,5160.44,4171.59,19.16,3.79,13.79054408,1,0.17,797.03,1,64.29,1,73.84,2.92,7.17,413.46,85.12,High Impact
13-08-2022,Chhattisgarh,Services,74250.51,55338.98,25.47,9.54,15.00107241,1,0.42,797.03,8,31.91,3,90.41,1.2,6.61,453.83,92.42,Medium Impact
12-09-2022,Kerala,Real Estate,91889.58,68712.02,25.22,4.29,8.016091129,0,0.83,797.03,2,33.79,3,23.53,2.88,5.45,59.49,31.28,Medium Impact
12-10-2022,Haryana,Public Administration,28723.7,25126.7,12.52,4.77,6.796321556,0,0.02,797.03,1,73.88,1,17.54,0.31,8.41,73.46,33.92,Medium Impact
11-11-2022,Jharkhand,Mining,85975.83,57474.79,33.15,5.85,12.35903653,0,0.11,797.03,7,79.84,5,69.62,2.8,4.77,42.32,29.88,Medium Impact
01-01-2019,Assam,Transport,29929.6,26550.21,11.29,5.68,11.20432732,1,0.99,797.03,9,76.15,1,97.7,0.71,3.06,467.7,41.51,Medium Impact
